t,cpu,ram,disk,err5xx,latency_ms,anomaly_score,is_anomaly
155,28.743763139326216,42.49057070940519,55.495149864425095,0.0,69.40595954020766,-0.11002268749226934,False
156,25.368503921576252,42.04530258511085,55.960598942027,0.0,68.86301480187187,-0.13035725128056797,False
157,26.973442286628547,40.289266280394926,56.45409806646932,0.0,76.60957599361281,-0.17912857154930578,False
158,23.909377268256424,42.476199281289986,56.31621150639958,1.0,76.7728444092182,-0.11362120349874183,False
159,22.438122944639773,40.300300233226196,56.02300609105457,0.0,77.79888245611178,-0.17468858038278517,False
160,22.777895758397356,40.58950991272786,55.134177619971254,0.0,73.82169948299635,-0.1385818706164184,False
161,23.157912703574166,39.91123279716079,55.14103374300328,0.0,72.10345619165011,-0.1338594871224913,False
162,28.765696496144784,43.23387716367954,56.07662601060689,0.0,75.5455310362717,-0.1518107131296691,False
163,22.76657236209214,42.18689236704415,55.14226445103355,0.0,73.61031237690327,-0.13304141275873282,False
164,25.987149071116555,42.09852699731556,55.7072164894657,0.0,81.38502294239511,-0.17832528499865646,False
165,22.405417173109708,43.015800107870675,55.97707522309309,0.0,73.69032051441579,-0.15215243930036837,False
166,25.97583390154419,45.31758484741034,55.26120300231865,1.0,74.58345643793933,-0.018988619556123743,False
167,24.784361067538377,38.48809465543103,55.32286883282057,1.0,84.50940680737715,-0.08563677602096664,False
168,23.603348802746922,39.89739957915206,55.792939467716096,0.0,73.64289328394443,-0.17378049685264357,False
169,23.737698344244645,40.03345331304749,56.096825143762025,0.0,76.46351608058873,-0.1891064760362544,False
170,22.412719099007063,39.63397196852953,56.38075938520688,1.0,76.64392565846117,-0.12342310309459875,False
171,24.51802105134854,39.246059165622064,56.15852671738527,0.0,76.80702766544567,-0.18334042828392705,False
172,22.6200414772406,40.364947516403795,55.8968282974961,0.0,74.86512471398362,-0.17064818467507337,False
173,20.983516676950654,38.94128839049524,55.49190262322148,0.0,74.31140083144419,-0.15551951961369898,False
174,20.784198910257093,41.22031153894807,55.334546502077735,1.0,73.76942876342595,-0.06163475035863386,False
175,23.59125969699614,40.746650124171566,55.619561455835424,0.0,70.89944482713744,-0.15101021561182626,False
176,26.31097772009848,41.34181443601813,56.08496779249029,0.0,74.34418067689325,-0.17051699698434497,False
177,23.380228637438226,41.33286061954046,56.05331185331367,0.0,80.9988097006024,-0.17767158940190825,False
178,22.73119483705815,41.42661604356731,54.84004900713744,0.0,77.57258868981685,-0.11972186902754411,False
179,23.449162431787173,39.91268515351407,55.50216148586625,1.0,73.79475789024978,-0.09366975980840614,False
180,25.399401266939385,43.6050751281301,56.50225377580308,0.0,75.85529423934467,-0.15849046718098087,False
181,23.13693542858272,40.725450567047936,55.94460752390207,0.0,68.81189780004505,-0.14443432126943362,False
182,21.788009307655813,37.5304167995218,55.2014955434485,0.0,71.10698714756325,-0.10921588082863737,False
183,24.735090555535553,38.77083030804799,57.09291059079907,0.0,75.80474633032294,-0.178849843224356,False
184,23.293666340144608,37.61381322262306,55.90552913384262,0.0,77.8302707805369,-0.15756386408089923,False
185,25.422331279449516,40.2006810508848,56.1171669796567,1.0,68.67040129188862,-0.08133292057594244,False
186,22.633013639097374,39.94203415121987,56.12976237802257,0.0,69.69584871351545,-0.16030260656391832,False
187,19.734425516057147,39.372131670842776,55.75120226691991,0.0,80.23617416117541,-0.14333816645544006,False
188,19.364990612864954,43.04116684766069,55.5762131590893,0.0,71.78037710791378,-0.10283294767933038,False
189,25.32226974542368,40.798252569013925,57.00583749253297,0.0,78.57769016666563,-0.18820831091478624,False
190,25.388041986853,41.01393338478399,56.451602934808875,1.0,72.00488561276234,-0.11118377563402931,False
191,21.50319245803833,38.478204087755145,56.36596860055434,1.0,72.0597481731484,-0.09538039554438787,False
192,21.018631647458477,38.32616023272074,56.24814459585911,0.0,69.75504140607573,-0.15359795824582234,False
193,24.63195623395988,39.830197712405145,55.46334130481916,0.0,74.65365905228303,-0.16096694373634202,False
194,19.420353974195216,39.98467456876042,56.60876509587013,0.0,76.22548403740603,-0.1636893401626967,False
195,19.771715166168477,36.89094724573799,55.553433670994124,1.0,66.5698460667289,-0.0041833371440583855,False
196,22.77592214572406,39.355294959788004,56.12164339907532,0.0,69.22012146665298,-0.1556290402176455,False
197,20.629561908660968,39.597308470426015,55.165305047267715,0.0,74.21493346904232,-0.12535938983474648,False
198,21.33946446236336,39.20403916891356,54.96957057467624,1.0,69.96578470996752,-0.03268643606409771,False
199,20.9552185082296,38.25737132220696,56.154145601326555,0.0,68.4444963526497,-0.14364484833104196,False
200,21.891136621058227,38.61899333849183,55.595450366402545,0.0,74.39499744618982,-0.15985076957069355,False
201,23.966348018807313,39.11400529462061,55.010416214351366,1.0,74.71419411736233,-0.057995416263234456,False
202,21.26949027767023,39.46666450831973,56.28030475147354,0.0,68.45015514167157,-0.15392093256070416,False
203,22.31469883776673,40.189008212441124,57.0750403855254,1.0,71.0513470691796,-0.10015936375909595,False
204,16.866567055021754,40.85466100134581,56.714780129290034,0.0,65.32597760466851,-0.0601465022289589,False
205,20.81117764081771,38.74362390992185,55.89634105736716,0.0,66.5408080975641,-0.12229815542135236,False
206,19.165493591357404,38.45290634556695,56.03442265334847,0.0,70.5871250818208,-0.133003735893238,False
207,18.359326861401772,39.745858972176165,56.478853128391954,0.0,70.18871711398474,-0.12869591293797228,False
208,18.987328261464626,39.95813060403101,56.60106400991745,0.0,66.17311832125262,-0.11746885600272988,False
209,20.02376861704467,38.343316490008554,55.87323214058715,0.0,67.15917772240863,-0.11938217194942591,False
210,22.473926222644085,40.1332405323804,56.06708885786228,0.0,65.75027334919848,-0.12163016353797079,False
211,17.941184435379245,40.370353818289175,56.20530740338227,0.0,71.82300057207972,-0.12098556791785897,False
212,20.608843942278895,40.79213627209877,56.33693816013942,0.0,62.12945137798069,-0.08627373174740893,False
213,19.534634084906955,41.47603685822185,55.99846177899436,0.0,65.95588433118434,-0.09946109160792699,False
214,19.804817508194052,37.46321116382942,56.009957377465625,0.0,62.55754912811831,-0.0719750159414475,False
215,22.424685966861933,38.73830620838002,56.7649161648772,0.0,71.69745327332079,-0.16862895439843417,False
216,21.45624008039191,38.68935521504343,56.68476035122144,0.0,62.827419711422785,-0.10718632465032485,False
217,23.01749224611927,38.480676851550754,56.323705286718045,0.0,70.18717288849984,-0.15847251505515153,False
218,19.998234357074658,37.60962252056609,56.949554535011465,0.0,76.64516265357923,-0.16252181335167187,False
219,18.881787215718276,36.311297049186294,55.90177711888679,0.0,76.81250808621436,-0.10981103751122645,False
220,19.79427199679142,38.635188023278474,56.91148672431469,1.0,62.931726872838524,-0.04220787837397899,False
221,20.697203545296087,37.30058188631938,56.37625772176777,0.0,71.390441896465,-0.15101910611053943,False
222,20.537492064040837,38.539481798395954,57.745513061107296,0.0,66.28720553028475,-0.09938188093875472,False
223,17.98963078469973,37.17724398625643,55.51875903660876,0.0,65.52165182736026,-0.03968870984609263,False
224,20.31538464712988,36.67709273849364,55.77532737389133,0.0,69.89621419944095,-0.12069410726686952,False
225,20.568806071952324,38.63676358433831,56.33439891410028,0.0,75.32392188110111,-0.17205850061043948,False
226,25.127196809610265,38.47091041056909,56.328617026489496,1.0,72.87479122026389,-0.10196348318072462,False
227,23.827800315044044,39.07315077371716,57.110069492087504,0.0,67.68569341889949,-0.14310862537696922,False
228,18.351457039186705,41.443221976798284,55.805812658350234,0.0,73.44116285479893,-0.1136580474332059,False
229,19.468986421640313,38.541069004197276,56.59745925934695,0.0,61.725594671034294,-0.07909868233661921,False
230,17.10466097815867,38.81398652204564,56.731231502341,1.0,67.77263813048164,-0.026457365577630565,False
231,18.8399101067618,36.43178259550351,56.50732391611032,0.0,67.5773991868361,-0.10093513039376184,False
232,20.644304698690213,36.08006632041869,55.67950182903784,0.0,71.27929916614302,-0.1110914521960818,False
233,22.418567185738972,40.347527190042086,56.8688794026271,0.0,70.2522166209765,-0.16438399557425265,False
234,18.544454710376364,36.55148185254812,56.78466246565771,0.0,70.59956906831893,-0.1098014719278082,False
235,18.692090832043903,36.33477704301013,56.47479225989519,0.0,70.57286284906286,-0.11702483399036884,False
236,15.705566758872568,37.80661952344638,56.282173843604475,0.0,71.4719675341321,-0.06357272718075757,False
237,19.676573958839256,37.69514700767438,56.29805400502219,0.0,73.65771549884487,-0.15342433734120764,False
238,17.8808371288288,36.44244623336459,56.15063210388031,0.0,72.21356754117868,-0.09817971007202059,False
239,18.95254491746339,37.305128681080525,56.51539256712632,0.0,70.60202793243317,-0.1261590763512726,False
240,18.26545539948562,39.573656090551374,56.21556742647249,0.0,73.47369920354332,-0.13237891039463728,False
241,19.840397293748527,36.488236759901966,55.780737512323675,0.0,75.30248742056494,-0.12939864559674857,False
242,16.525199430732176,35.57499274998563,55.6857041775862,0.0,69.90912829035173,-0.02364125680048257,False
243,17.12028320524617,39.0483146680711,55.83898187317386,0.0,72.03474420174942,-0.09120542490530315,False
244,24.328563587248247,38.34244945398307,56.33106612127472,1.0,77.06292061171112,-0.11630226109549441,False
245,17.512891774330274,36.64347154347195,56.2115220817824,0.0,68.15093626505497,-0.07132638588263174,False
246,17.913798193385027,35.17191814261639,56.33767189664437,0.0,79.9311453193969,-0.07648914370227855,False
247,23.802785807378584,36.399834706318785,56.48540656677306,0.0,67.50967289372123,-0.1057343411507577,False
248,25.96263084121177,37.407003930088514,55.926339537041564,1.0,71.6423132795714,-0.054797468751305534,False
249,17.834839933841664,39.210557031599386,56.97783008417267,0.0,69.3839355778281,-0.10554523426593804,False
250,19.468880713108245,35.880869215979,56.11614458647626,1.0,82.10069283768928,-0.03582456227887332,False
251,20.91781294837918,37.283367914877324,56.03828650760925,0.0,71.5031583364682,-0.14507581642648193,False
252,23.723326410848138,38.39798967260158,56.50119311866622,0.0,71.68396899516264,-0.1621592181875236,False
253,18.325339805150385,33.789222914522085,55.34674489881247,0.0,72.37823106876547,-0.020226545204561575,False
254,19.843501425829295,38.88838742272315,55.87473277513855,0.0,74.4205610359178,-0.1531096045308652,False
255,21.925601740484822,35.54135606700459,56.76553639934591,0.0,72.90425046693886,-0.12916430702106063,False
256,21.279179775586904,37.7910947272,55.41128903546895,0.0,73.86919332474133,-0.1403322079290571,False
257,19.69789260223125,37.64194767197936,56.84378709846658,0.0,60.46938864442153,-0.06969041192919845,False
258,20.224935791136144,38.8783817769474,57.04556828317957,0.0,75.0030290712208,-0.17155260184331483,False
259,17.786969986118866,38.0582314572215,56.110272331088126,0.0,75.03635792594629,-0.10819880979907526,False
260,20.106379233449903,33.647020758592745,56.44590638371315,0.0,79.3126345949625,-0.07522574786445602,False
261,20.09768371033698,36.017673396590666,56.864543542425515,0.0,80.59022199898004,-0.13548911720605933,False
262,21.14427819682714,37.3848149249357,56.07660540597824,0.0,74.80105899817954,-0.15379292571743142,False
263,19.62049167418925,36.86848637292784,56.74888776026309,0.0,79.01691711485009,-0.14511330460417537,False
264,21.727138335808192,37.86160987296661,55.98442560243466,0.0,71.54793290184426,-0.15419859626879334,False
265,22.86409442452015,38.31427417143183,56.086198853333414,0.0,79.22778246962314,-0.17506709686977995,False
266,21.2057874217807,38.02872964362115,55.93033176783751,0.0,74.07461197939897,-0.15654421636256444,False
267,21.65634953456531,36.78126840430639,56.5063235995974,0.0,71.83362260778381,-0.15186652279220436,False
268,21.118674175597214,34.32060887287296,56.91898452628278,0.0,76.03964763801211,-0.09413429074265156,False
269,21.073654030738926,36.395134370535,56.25294353394142,0.0,82.5950710793899,-0.14287460209028713,False
270,19.69306149513437,37.691961869213145,55.7143754200438,0.0,77.92986716493412,-0.1377138141560832,False
271,21.83340388068881,35.42160676094136,55.81364658885659,0.0,83.40584110897478,-0.10739596281320873,False
272,21.07159973883396,37.994875131667996,56.55729971068527,0.0,74.64027523994291,-0.17131838282480866,False
273,25.51976061288291,38.402058370391245,57.28705820669714,1.0,82.04309584174531,-0.10865033431869175,False
274,24.548851440847947,37.22209662778464,56.5668624996572,0.0,75.46059745241952,-0.1584982969603247,False
275,22.24399147726104,32.4292785847031,56.18155172467437,2.0,79.18905188881449,0.06721260170618015,True
276,20.01775172262483,35.1017944450319,56.76309198342514,0.0,79.3738136460646,-0.11726076612236985,False
277,19.391993375375883,39.84301738852976,56.26525068220663,1.0,81.3731316086473,-0.0780010725323298,False
