t,cpu,ram,disk,err5xx,latency_ms,anomaly_score,is_anomaly_raw,is_anomaly_strong,is_incident_point
43,29.253535460609825,40.825466006844984,54.49327660153158,0.0,90.69398374832375,-0.13985033552984727,False,False,False
44,29.0870660127763,39.939325643728516,54.73868476245703,0.0,89.0108244252827,-0.15702356028690057,False,False,False
45,29.354011741595443,40.55341361732732,55.15033238146425,0.0,91.39031734293692,-0.1842810001794849,False,False,False
46,30.72086565607821,43.07187887006001,55.147366014988776,0.0,88.9724770932885,-0.17952732716133535,False,False,False
47,29.484981599574937,42.86382005990756,54.95190536257,0.0,81.99286605150405,-0.17834893798519663,False,False,False
48,30.45378496764878,42.30545326216969,55.15149320696178,1.0,92.79112635506878,-0.09091870798361223,False,False,False
49,29.287644991437634,40.50216753032829,55.2755074277071,0.0,88.51039325641689,-0.20062250825892153,False,False,False
50,29.78559372141945,43.370831499581705,55.69470672826226,0.0,92.1199863197188,-0.17292380329701895,False,False,False
51,30.523116561423894,40.41678404894507,55.20539413238698,0.0,91.81927952344924,-0.1669690291822301,False,False,False
52,26.39770949650536,44.02495019230687,55.45955160264912,0.0,86.05700625026796,-0.1783190570265063,False,False,False
53,28.722434979010327,46.604732925413515,54.99419984928304,0.0,85.57839068448035,-0.09692956143551512,False,False,False
54,28.469043725839146,42.899657448739774,55.55604786179924,0.0,91.94181126546827,-0.1921879234501523,False,False,False
55,28.178281103820495,43.25539561323344,55.46286514880617,0.0,88.18561082377485,-0.2021356620792722,False,False,False
56,28.950217708429157,41.671535137739895,55.71290850158991,0.0,93.21789904464539,-0.1807286668757896,False,False,False
57,32.53305010304821,39.724926532737896,55.64173023122224,1.0,88.82827571247674,-0.08096568818050764,False,False,False
58,27.852353312472346,41.56491136254442,55.58436781144057,0.0,93.69890470057345,-0.176966637894373,False,False,False
59,31.559586771223064,40.8577056233702,55.24579129567111,0.0,91.35792648863169,-0.1642611770281499,False,False,False
60,26.29445588660452,40.353906089801164,55.42246961352223,0.0,90.87127898848972,-0.18648723278687884,False,False,False
61,29.025726721623787,45.134616127233784,55.83675446422576,0.0,88.27320518468481,-0.15353189207864149,False,False,False
62,30.054426127457706,42.98632463521724,54.9839627152986,0.0,90.7440072794556,-0.17494778173827724,False,False,False
63,30.932896370671138,43.17180104770303,55.000796110651564,0.0,94.62590815969544,-0.12598211602903348,False,False,False
64,31.212532461031834,42.1632521116357,55.41071569897518,0.0,89.67296972374754,-0.1856102153182641,False,False,False
65,31.404485397485818,42.391265372619955,55.53263984513273,0.0,92.0449799251951,-0.16861666094159516,False,False,False
66,29.14612535609445,44.12044810354331,54.917946750367996,0.0,90.13127434434938,-0.1585841577147763,False,False,False
67,28.942719123147462,42.64742383043197,55.29761871829335,0.0,90.46489077835771,-0.20057706357038713,False,False,False
68,31.60527477469089,43.51352899182924,55.29300061288561,0.0,96.87583668983561,-0.09032684502800936,False,False,False
69,29.526659002098565,42.44428537401404,54.23735994219826,0.0,94.7999035654512,-0.07718131948442575,False,False,False
70,27.375876003266455,42.24510560166319,55.240203005370624,0.0,90.3164538777239,-0.1971538432184442,False,False,False
71,27.676684386251637,40.66724061992484,55.276341083575765,0.0,90.85757264944485,-0.1967639825030319,False,False,False
72,28.11838716895521,39.829493664350984,55.27985352858849,0.0,87.18825401621118,-0.20058471672792766,False,False,False
73,30.963663305165753,42.421503114616804,56.07295713728863,0.0,89.29489361525968,-0.1880427620128975,False,False,False
74,30.26425569482933,42.915538106734445,54.76210085074556,0.0,91.21048318025618,-0.1538484994389257,False,False,False
75,31.36844564115581,40.91775880300357,54.96268871439769,0.0,93.35653393579416,-0.12623860221097538,False,False,False
76,29.13904542720485,42.8106115476267,54.073902100840336,0.0,92.9272353200487,-0.09821723691301087,False,False,False
77,30.314708535180824,42.95752760522399,55.14454166691293,1.0,85.46468398807795,-0.11229149729552435,False,False,False
78,31.250889389084502,39.65666254716251,55.192178222937,0.0,93.77613007654584,-0.13005716088240266,False,False,False
79,29.381095153053224,41.530960415978136,55.14001141183287,0.0,89.47471039422837,-0.19617565058130992,False,False,False
80,30.911418490322347,43.52670954469315,55.95383866974188,0.0,85.83859162194821,-0.17595366259049128,False,False,False
81,28.67009683521932,43.50775816757359,55.835308761168484,0.0,95.08401525850964,-0.14498905017979974,False,False,False
82,29.261924213465726,41.207200984293834,55.44892836213365,0.0,95.53870263365732,-0.15039099740853323,False,False,False
83,29.216644161586025,43.185112707457435,55.22969347323007,0.0,90.68290210506854,-0.19333145252075717,False,False,False
84,27.578536719812302,44.48996002800609,55.933094834053435,1.0,92.40066178246461,-0.07916230484648645,False,False,False
85,30.932269013833505,44.13004599761022,55.41512107008207,0.0,92.56813390587774,-0.13866078352937794,False,False,False
86,29.00564414961806,42.828771812222975,55.02086498054077,0.0,95.00958503440329,-0.14683790596938506,False,False,False
87,29.953584131633143,42.27617450312633,54.57687566125772,0.0,92.26227500873647,-0.1322226247192212,False,False,False
88,30.87226490349991,42.03973348530341,55.21934275305215,0.0,83.95813518672065,-0.1795800783146453,False,False,False
89,30.784045386100114,43.690262324544236,55.8223218085863,0.0,97.22242964139664,-0.10077734703335162,False,False,False
90,31.20000837233655,43.28514091952649,56.58826934477155,0.0,93.355601826177,-0.14638624693479607,False,False,False
91,29.648574675383436,43.93971205201733,55.48580517309474,2.0,86.96016289703245,-0.01813058006254753,False,False,False
92,28.973318356673936,43.19570575206962,55.07732224243985,0.0,84.78060147637515,-0.19236183896486664,False,False,False
93,29.632919993581773,44.22749721808923,54.8725173958579,1.0,90.81480309779195,-0.07132225692225835,False,False,False
94,26.388212103441916,43.14186321833375,55.7459774481528,0.0,87.57461353064384,-0.19537258370515193,False,False,False
95,26.837275493590898,44.17679731248616,54.59269197380787,0.0,89.89544938524689,-0.12136395935612643,False,False,False
96,27.05282814371782,44.30495496467447,55.75517255070244,2.0,91.43267499477253,-2.3725192377255233e-05,False,False,False
97,27.66858141490804,41.79005447590237,55.89385580313146,0.0,86.07268260251207,-0.21276316002391776,False,False,False
98,30.425606057387718,40.281919525534526,55.70813972661644,0.0,83.74930312489107,-0.18643703248213767,False,False,False
99,27.776231665688925,45.30583436938358,55.38516916403072,0.0,89.62823790968382,-0.1456346830003255,False,False,False
100,28.79016202604963,43.37121196932369,55.78247032677341,1.0,85.81864914912259,-0.13429658424599383,False,False,False
101,32.102422553185264,40.40929433047456,55.59046918556415,0.0,88.3998933941702,-0.159881171272596,False,False,False
102,28.74711531264405,41.90426518552933,55.1209380790697,0.0,82.30165483199148,-0.19916917871614276,False,False,False
103,30.888567891014045,44.12595075933793,56.44020616118751,0.0,86.52189006252068,-0.16478494456480802,False,False,False
104,27.49842953751783,42.54094449945005,55.344160310194745,1.0,90.24237023302783,-0.11654529295601174,False,False,False
105,28.90517171750911,42.183865711643115,55.91287615022495,0.0,89.65458884797044,-0.20625822143741018,False,False,False
106,27.36465829794322,45.043958756255655,54.320692858652144,0.0,83.92215243487172,-0.08268672794307885,False,False,False
107,28.5335860063821,41.36156599141659,56.17323544139046,0.0,82.24375837014976,-0.21263978679626683,False,False,False
108,30.837533578808205,41.724312856002335,56.27438187232729,0.0,86.81768656451868,-0.1935469441019977,False,False,False
109,25.64587889172217,43.226857265942336,55.55991689356332,0.0,88.83324346830005,-0.18289810795505052,False,False,False
110,29.911329306189664,43.482886359353316,55.82938551736888,0.0,88.04103956699846,-0.1865037403799361,False,False,False
111,29.458298565844988,43.628340160437,55.83425759080378,0.0,84.19975594748065,-0.1911818301355523,False,False,False
112,27.73327971402851,44.23650327930652,55.23860821517964,0.0,87.26466391322745,-0.17668318493457147,False,False,False
113,25.96664760132372,43.15253764150644,55.83856115271967,0.0,91.90475977700453,-0.17400531261273644,False,False,False
114,28.93866255633235,43.572976171469854,55.16568476506372,0.0,86.53497723158858,-0.19285445315447658,False,False,False
115,27.669540642755997,42.433528361515364,55.27062153817734,0.0,78.99804552048013,-0.19607770826523852,False,False,False
116,29.126509642860665,42.899047726957946,56.14347157160615,0.0,86.15694633105599,-0.20872711299466562,False,False,False
117,28.636028256392517,42.94818041509206,56.0723288453501,0.0,93.33084160306508,-0.17803856785786148,False,False,False
118,31.72561161149271,43.09063110647264,55.23681224894211,0.0,79.81377362428572,-0.1440505675380777,False,False,False
119,27.971663662838633,43.90712950523136,55.22821182824948,0.0,84.88810775290501,-0.18706727409054408,False,False,False
120,26.330320917512026,43.56061080339429,55.277201698771165,0.0,83.66738453422958,-0.18676284051044895,False,False,False
121,28.661457276308635,42.77303254113175,55.971319783232744,0.0,84.75751722072562,-0.2108073565756317,False,False,False
122,28.66716835961538,41.47108097001265,55.1100076095948,1.0,84.95009320961282,-0.1251727872285448,False,False,False
123,30.868528300460333,42.76359399299419,55.793356319517976,0.0,88.5300110569092,-0.18734243388018407,False,False,False
124,29.742093780857715,42.59663813550907,55.993423405317145,1.0,84.10433429997691,-0.1377786233908994,False,False,False
125,28.706102838818804,42.904281944043596,55.58087727485345,1.0,88.66745814285885,-0.13344891883269083,False,False,False
126,30.838259030059533,45.899416060657224,56.13503184843247,3.0,82.87925886641312,0.05835980681183861,True,False,False
127,25.45225504359781,41.778368133269986,55.4828449152551,0.0,81.73914179881453,-0.203569837962423,False,False,False
128,26.46727411663614,43.171147817585876,55.533072199503046,0.0,80.25121395586497,-0.19504959364110758,False,False,False
129,25.809522654967054,44.11338947326194,55.156376884434074,0.0,75.44640892514222,-0.14960327979377724,False,False,False
130,26.797887252795785,42.62998392752696,56.1585886738101,0.0,83.60335327733699,-0.2102315494050092,False,False,False
131,24.737935916946576,45.96134371812394,55.271739776510564,1.0,90.50046474202993,-0.03562718460006975,False,False,False
132,28.674414968572048,41.85843027386155,55.83488590885753,0.0,83.90051337205227,-0.21372842803110154,False,False,False
133,26.87151093045418,42.88186248562459,55.62934196643703,0.0,84.5966477733939,-0.2062441489219855,False,False,False
134,24.285260633704038,41.16709401071414,55.14360846844417,0.0,79.97870657658186,-0.18831132630957131,False,False,False
135,25.105741238754067,41.80693248794883,55.37044842808834,0.0,80.433866515504,-0.1979392099495162,False,False,False
136,27.67309854326048,42.67588903954715,56.37143611952037,0.0,85.12943737764012,-0.20610310619542377,False,False,False
137,28.630677030281024,43.53957328545879,55.78582877131724,0.0,89.00472926872138,-0.19516455209079864,False,False,False
138,30.85545698050885,42.71575788756552,55.185424829316574,1.0,86.70035076373654,-0.10916554404756096,False,False,False
139,32.596546658520374,44.09216494843969,55.84766414367434,0.0,83.74777220888501,-0.12167866331456612,False,False,False
140,27.503759617331518,42.02680967932597,55.62694298420273,0.0,80.4453705426319,-0.20615309959244715,False,False,False
141,24.60131358102154,41.63616726361403,57.43202320112209,1.0,80.92146792060234,-0.1462456166619337,False,False,False
142,22.221114195071543,46.15496725171279,55.852561920671135,0.0,76.84634623965864,-0.10160665647817069,False,False,False
143,26.924852553770606,42.6543325582103,55.524687576466825,0.0,73.84555763352402,-0.17597523997979264,False,False,False
144,24.667214557684904,40.94716722268563,56.430013958893554,0.0,74.90906513468444,-0.21067556180426417,False,False,False
145,25.36553212571054,40.947844482933405,54.80448191635358,0.0,79.39377780631378,-0.1615493022055458,False,False,False
146,24.87472446300597,40.53751828524958,55.77716007819055,0.0,77.80532544807664,-0.20520854727674565,False,False,False
147,25.719568150776084,43.3181481401887,56.732214247340536,0.0,72.87475149466228,-0.1855499350478721,False,False,False
148,28.03494180104645,41.3279526581379,55.681900357820126,0.0,78.38306463208768,-0.19994441469496,False,False,False
149,26.11854870972797,42.02626611447946,54.87834947767596,0.0,77.03920141675162,-0.16614862135194491,False,False,False
150,25.38833036622196,41.700153420654466,55.5520410177947,0.0,73.40292495010883,-0.1886305676125959,False,False,False
151,23.535158769501525,42.852350360298146,56.48225902047952,1.0,76.39594302302771,-0.13954273588317767,False,False,False
152,22.157724042174298,40.44420340537972,55.948034798160386,0.0,76.37623427717986,-0.1994892626162872,False,False,False
153,24.434894940654683,40.05969272295973,55.34557194524374,0.0,74.97804042003382,-0.1837663624963185,False,False,False
154,25.200203485512926,41.96776399474168,55.42737859641049,1.0,80.93707421795945,-0.1276823140298063,False,False,False
155,28.743763139326216,42.49057070940519,55.495149864425095,0.0,69.40595954020766,-0.13257294973004236,False,False,False
156,25.368503921576252,42.04530258511085,55.960598942027,0.0,68.86301480187187,-0.16177284541088133,False,False,False
157,26.973442286628547,40.289266280394926,56.45409806646932,0.0,76.60957599361281,-0.20858458718944306,False,False,False
158,23.909377268256424,42.476199281289986,56.31621150639958,1.0,76.7728444092182,-0.14258102427946595,False,False,False
159,22.438122944639773,40.300300233226196,56.02300609105457,0.0,77.79888245611178,-0.20452451578481612,False,False,False
160,22.777895758397356,40.58950991272786,55.134177619971254,0.0,73.82169948299635,-0.1656801465940922,False,False,False
161,23.157912703574166,39.91123279716079,55.14103374300328,0.0,72.10345619165011,-0.15447107960575485,False,False,False
162,28.765696496144784,43.23387716367954,56.07662601060689,0.0,75.5455310362717,-0.17928751022609518,False,False,False
163,22.76657236209214,42.18689236704415,55.14226445103355,0.0,73.61031237690327,-0.1604284647771841,False,False,False
164,25.987149071116555,42.09852699731556,55.7072164894657,0.0,81.38502294239511,-0.20799121497979767,False,False,False
165,22.405417173109708,43.015800107870675,55.97707522309309,0.0,73.69032051441579,-0.17839940646559233,False,False,False
166,25.97583390154419,45.31758484741034,55.26120300231865,1.0,74.58345643793933,-0.05123017788963047,False,False,False
167,24.784361067538377,38.48809465543103,55.32286883282057,1.0,84.50940680737715,-0.11280828396866682,False,False,False
168,23.603348802746922,39.89739957915206,55.792939467716096,0.0,73.64289328394443,-0.2007544609150157,False,False,False
169,23.737698344244645,40.03345331304749,56.096825143762025,0.0,76.46351608058873,-0.21381429312986483,False,False,False
170,22.412719099007063,39.63397196852953,56.38075938520688,1.0,76.64392565846117,-0.1531366832383858,False,False,False
171,24.51802105134854,39.246059165622064,56.15852671738527,0.0,76.80702766544567,-0.20887036448111468,False,False,False
172,22.6200414772406,40.364947516403795,55.8968282974961,0.0,74.86512471398362,-0.2027236224417469,False,False,False
173,20.983516676950654,38.94128839049524,55.49190262322148,0.0,74.31140083144419,-0.17634195226578264,False,False,False
174,20.784198910257093,41.22031153894807,55.334546502077735,1.0,73.76942876342595,-0.08867278950910218,False,False,False
175,23.59125969699614,40.746650124171566,55.619561455835424,0.0,70.89944482713744,-0.17990919135796624,False,False,False
176,26.31097772009848,41.34181443601813,56.08496779249029,0.0,74.34418067689325,-0.19674517330802838,False,False,False
177,23.380228637438226,41.33286061954046,56.05331185331367,0.0,80.9988097006024,-0.2047058364984361,False,False,False
178,22.73119483705815,41.42661604356731,54.84004900713744,0.0,77.57258868981685,-0.1515133295877354,False,False,False
179,23.449162431787173,39.91268515351407,55.50216148586625,1.0,73.79475789024978,-0.12135988253274371,False,False,False
180,25.399401266939385,43.6050751281301,56.50225377580308,0.0,75.85529423934467,-0.18657717709252358,False,False,False
181,23.13693542858272,40.725450567047936,55.94460752390207,0.0,68.81189780004505,-0.17369627652556063,False,False,False
182,21.788009307655813,37.5304167995218,55.2014955434485,0.0,71.10698714756325,-0.13255563116082486,False,False,False
183,24.735090555535553,38.77083030804799,57.09291059079907,0.0,75.80474633032294,-0.20481579532076277,False,False,False
184,23.293666340144608,37.61381322262306,55.90552913384262,0.0,77.8302707805369,-0.18595137799007583,False,False,False
185,25.422331279449516,40.2006810508848,56.1171669796567,1.0,68.67040129188862,-0.10823174796376467,False,False,False
186,22.633013639097374,39.94203415121987,56.12976237802257,0.0,69.69584871351545,-0.18701483076321324,False,False,False
187,19.734425516057147,39.372131670842776,55.75120226691991,0.0,80.23617416117541,-0.17054475221745552,False,False,False
188,19.364990612864954,43.04116684766069,55.5762131590893,0.0,71.78037710791378,-0.1305936523750616,False,False,False
189,25.32226974542368,40.798252569013925,57.00583749253297,0.0,78.57769016666563,-0.21749694252553803,False,False,False
190,25.388041986853,41.01393338478399,56.451602934808875,1.0,72.00488561276234,-0.13738085873399902,False,False,False
191,21.50319245803833,38.478204087755145,56.36596860055434,1.0,72.0597481731484,-0.12379458996099751,False,False,False
192,21.018631647458477,38.32616023272074,56.24814459585911,0.0,69.75504140607573,-0.1814781178392072,False,False,False
193,24.63195623395988,39.830197712405145,55.46334130481916,0.0,74.65365905228303,-0.18466949034130326,False,False,False
194,19.420353974195216,39.98467456876042,56.60876509587013,0.0,76.22548403740603,-0.18860776117123046,False,False,False
195,19.771715166168477,36.89094724573799,55.553433670994124,1.0,66.5698460667289,-0.03515050790841456,False,False,False
196,22.77592214572406,39.355294959788004,56.12164339907532,0.0,69.22012146665298,-0.18253720440124738,False,False,False
197,20.629561908660968,39.597308470426015,55.165305047267715,0.0,74.21493346904232,-0.1487451891287105,False,False,False
198,21.33946446236336,39.20403916891356,54.96957057467624,1.0,69.96578470996752,-0.05650417791152906,False,False,False
199,20.9552185082296,38.25737132220696,56.154145601326555,0.0,68.4444963526497,-0.1708031119165519,False,False,False
200,21.891136621058227,38.61899333849183,55.595450366402545,0.0,74.39499744618982,-0.18517958345376256,False,False,False
201,23.966348018807313,39.11400529462061,55.010416214351366,1.0,74.71419411736233,-0.08711533339236122,False,False,False
202,21.26949027767023,39.46666450831973,56.28030475147354,0.0,68.45015514167157,-0.17829865383266302,False,False,False
203,22.31469883776673,40.189008212441124,57.0750403855254,1.0,71.0513470691796,-0.12956979356271497,False,False,False
204,16.866567055021754,40.85466100134581,56.714780129290034,0.0,65.32597760466851,-0.08966215387602006,False,False,False
205,20.81117764081771,38.74362390992185,55.89634105736716,0.0,66.5408080975641,-0.15083360380579452,False,False,False
206,19.165493591357404,38.45290634556695,56.03442265334847,0.0,70.5871250818208,-0.16324401490764073,False,False,False
207,18.359326861401772,39.745858972176165,56.478853128391954,0.0,70.18871711398474,-0.15470397038084016,False,False,False
208,18.987328261464626,39.95813060403101,56.60106400991745,0.0,66.17311832125262,-0.1447054384826626,False,False,False
209,20.02376861704467,38.343316490008554,55.87323214058715,0.0,67.15917772240863,-0.14629632517108693,False,False,False
210,22.473926222644085,40.1332405323804,56.06708885786228,0.0,65.75027334919848,-0.14982801258498207,False,False,False
211,17.941184435379245,40.370353818289175,56.20530740338227,0.0,71.82300057207972,-0.14938408628175637,False,False,False
212,20.608843942278895,40.79213627209877,56.33693816013942,0.0,62.12945137798069,-0.11216565770357378,False,False,False
213,19.534634084906955,41.47603685822185,55.99846177899436,0.0,65.95588433118434,-0.1281648756625653,False,False,False
214,19.804817508194052,37.46321116382942,56.009957377465625,0.0,62.55754912811831,-0.09707950327275217,False,False,False
215,22.424685966861933,38.73830620838002,56.7649161648772,0.0,71.69745327332079,-0.19768223482384023,False,False,False
216,21.45624008039191,38.68935521504343,56.68476035122144,0.0,62.827419711422785,-0.13203217866970957,False,False,False
217,23.01749224611927,38.480676851550754,56.323705286718045,0.0,70.18717288849984,-0.18721035239442707,False,False,False
218,19.998234357074658,37.60962252056609,56.949554535011465,0.0,76.64516265357923,-0.18909711045573152,False,False,False
219,18.881787215718276,36.311297049186294,55.90177711888679,0.0,76.81250808621436,-0.13799521651518665,False,False,False
220,19.79427199679142,38.635188023278474,56.91148672431469,1.0,62.931726872838524,-0.059446865527816195,False,False,False
221,20.697203545296087,37.30058188631938,56.37625772176777,0.0,71.390441896465,-0.1751229356234954,False,False,False
222,20.537492064040837,38.539481798395954,57.745513061107296,0.0,66.28720553028475,-0.12977219145876945,False,False,False
223,17.98963078469973,37.17724398625643,55.51875903660876,0.0,65.52165182736026,-0.06517800620850389,False,False,False
224,20.31538464712988,36.67709273849364,55.77532737389133,0.0,69.89621419944095,-0.14166466886099954,False,False,False
225,20.568806071952324,38.63676358433831,56.33439891410028,0.0,75.32392188110111,-0.20078604159296692,False,False,False
226,25.127196809610265,38.47091041056909,56.328617026489496,1.0,72.87479122026389,-0.13085548641424033,False,False,False
227,23.827800315044044,39.07315077371716,57.110069492087504,0.0,67.68569341889949,-0.17024626216226113,False,False,False
228,18.351457039186705,41.443221976798284,55.805812658350234,0.0,73.44116285479893,-0.14436622261535953,False,False,False
229,19.468986421640313,38.541069004197276,56.59745925934695,0.0,61.725594671034294,-0.10490887567077778,False,False,False
230,17.10466097815867,38.81398652204564,56.731231502341,1.0,67.77263813048164,-0.05063032837651127,False,False,False
231,18.8399101067618,36.43178259550351,56.50732391611032,0.0,67.5773991868361,-0.12570836355316284,False,False,False
232,20.644304698690213,36.08006632041869,55.67950182903784,0.0,71.27929916614302,-0.13259765832450215,False,False,False
233,22.418567185738972,40.347527190042086,56.8688794026271,0.0,70.2522166209765,-0.19379997502501217,False,False,False
234,18.544454710376364,36.55148185254812,56.78466246565771,0.0,70.59956906831893,-0.13496014717482802,False,False,False
235,18.692090832043903,36.33477704301013,56.47479225989519,0.0,70.57286284906286,-0.13898188464862965,False,False,False
236,15.705566758872568,37.80661952344638,56.282173843604475,0.0,71.4719675341321,-0.0874487801370396,False,False,False
237,19.676573958839256,37.69514700767438,56.29805400502219,0.0,73.65771549884487,-0.17963309608966654,False,False,False
238,17.8808371288288,36.44244623336459,56.15063210388031,0.0,72.21356754117868,-0.1229383175142294,False,False,False
239,18.95254491746339,37.305128681080525,56.51539256712632,0.0,70.60202793243317,-0.1515092363835533,False,False,False
240,18.26545539948562,39.573656090551374,56.21556742647249,0.0,73.47369920354332,-0.1595591829161941,False,False,False
241,19.840397293748527,36.488236759901966,55.780737512323675,0.0,75.30248742056494,-0.1541669549364844,False,False,False
242,16.525199430732176,35.57499274998563,55.6857041775862,0.0,69.90912829035173,-0.04872650021967628,False,False,False
243,17.12028320524617,39.0483146680711,55.83898187317386,0.0,72.03474420174942,-0.11839843775249775,False,False,False
244,24.328563587248247,38.34244945398307,56.33106612127472,1.0,77.06292061171112,-0.14472918171531896,False,False,False
245,17.512891774330274,36.64347154347195,56.2115220817824,0.0,68.15093626505497,-0.09542981977679166,False,False,False
246,17.913798193385027,35.17191814261639,56.33767189664437,0.0,79.9311453193969,-0.10177074807223052,False,False,False
247,23.802785807378584,36.399834706318785,56.48540656677306,0.0,67.50967289372123,-0.13190795738327687,False,False,False
248,25.96263084121177,37.407003930088514,55.926339537041564,1.0,71.6423132795714,-0.08469998698052994,False,False,False
249,17.834839933841664,39.210557031599386,56.97783008417267,0.0,69.3839355778281,-0.13543828517014422,False,False,False
250,19.468880713108245,35.880869215979,56.11614458647626,1.0,82.10069283768928,-0.0738770565480854,False,False,False
251,20.91781294837918,37.283367914877324,56.03828650760925,0.0,71.5031583364682,-0.17083362612024328,False,False,False
252,23.723326410848138,38.39798967260158,56.50119311866622,0.0,71.68396899516264,-0.18951342185253828,False,False,False
253,18.325339805150385,33.789222914522085,55.34674489881247,0.0,72.37823106876547,-0.0431913854170457,False,False,False
254,19.843501425829295,38.88838742272315,55.87473277513855,0.0,74.4205610359178,-0.18220248195476657,False,False,False
255,21.925601740484822,35.54135606700459,56.76553639934591,0.0,72.90425046693886,-0.1486489524934853,False,False,False
256,21.279179775586904,37.7910947272,55.41128903546895,0.0,73.86919332474133,-0.1632818536337473,False,False,False
